1.524	3.811	18.59	54.429
1.375	3.602	18.22	54.791
1.873	3.356	18.9		54.154
1.865	3.148	18.74	54.321
1.886	3.586	18.61	54.974
1.783	4.213	18.14	54.641
1.943	3.495	19.01	54.012
1.141	3.187	18.74	55.133
1.343	3.8		18.29	54.863
1.371	3.102	18.59	54.192
