441.762	5622.453	9283.645	88132.414
441.543	5621.253	9283.357	88132.454
441.873	5622.432	9283.373	88121.335
441.846	5622.543	9283.387	88123.425
441.864	5622.456	9283.955	88322.133
443.123	5622.463	9284.656	88132.321
442.786	5622.915	9282.546	88132.425
441.687	5622.537	9282.656	81432.756
441.645	5620.953	9283.756	88132.876
441.782	5622.453	9283.863	88132.425
