0.26	11.424	7.889	12.355
0.26	11.256	7.412	12.202
0.29	11.963	7.962	12.789
0.21	11.945	7.45		12.488
0.31	11.846	7.8		12.996
0.34	11.431	7.654	12.122
0.24	11.82	7.157	12.378
0.25	12.145	7.346	12.749
0.27	11.4		7.852	11.856
0.2	11.561	6.999	12.381
