9.626	434.802	18.786	87.485
9.203	433.789	18.541	87.960
9.153	434.200	18.362	87.745
9.940	434.147	17.985	87.555
8.465	432.789	18.452	87.788
9.742	434.799	18.786	87.632
9.620	434.645	18.298	87.485
9.187	434.231	18.786	87.101
9.264	431.789	18.147	87.400
8.963	436.100	18.144	87.221
