9.626	434.802	18786	87485
9.203	433.789	18541	87960
9.153	434.200	18362	87.745
9.940	434.147	17985	87555
8.465	432.789	18452	87788
9.742	434.799	18786	87632
9.620	434.645	18298	87485
9.187	434.231	18786	87101
9.264	431.789	18147	87400
8.963	436.100	18144	87221
