574	6752.452		48.89	2516.121
57.486	6752.245	49.58	2515.534
57.486	6752.763	48.72	2515.453
57.486	6751.987	47.92	2515.453
57.486	6753.157	48.45	2515.720
57.486	6752.345	49.78	2514.782
57.486	6752.722	45.45	2515.058
57.486	6752.872	48.02	2515.677
57.486	6752.357	50		2515.059
57.486	6752.057	48.42	2516.078
